from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
PORI2,2001,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,210__0__111__TZM__313__313
PORI2,2001,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,210__0__111__TZM__313__1__313__1
TAIT2,9251,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__436
TAIT2,9251,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__1__436__1
TAIT2,9251,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__436
TAIT2,9251,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__1__436__1
6036,6036,2,60,30x__0__103__NBM__76__76,28__0__109__NBM__53__53
6036,6036,2,60,30x__0__103__NBM__76__76,28__0__109__NBM__53copy__53copy
7017,7017,2,120,23__1__410__TZM__110__1__110__1,1__0__421__TZM__111__2__111__2
WATE2,9140,2,0,HVL__0__3820__RAIL__Rail_SaSu+Hol,170__0__413__TZM__604__604
UPPE,8579,2,240,HVL__0__3846__RAIL__Rail_SaSu+Hol,110__0__453__TZM__511__511
TAIT2,9251,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,120__0__425__TZM__413__413
3000,3000,2,300,1__0__769__TZM__111__1__111__1,19__0__735__TZM__205__2__205__2
3000,3000,2,300,1__0__769__TZM__111__1__111__1,19__0__735__TZM__205__8__205__8
6733,6730,2,120,7__0__463__TZM__209__1__209__1,23__0__435__TZM__110__1__110__1
8251,TAIT1,2,0,120__1__106__TZM__407__2__407__2,HVL__1__2607__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__170__TZM__614__614,HVL__1__3653__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__408__TZM__209__1__209__1,29__1__404__TZM__103__1__103__1
3081,3081,2,120,60__1__118__MNM__3202__3202,1__1__176__TZM__153__2__153__2
7083,7083,2,120,18__1__438__NBM__31__1__31__1,2__0__441__NBM__24__1__24__1
2001,PORI1,2,0,220__0__455__TZM__301__1__301__1,KPL__1__6461__RAIL__Rail_Sa
2003,PORI1,2,0,210__1__706__TZM__306__306,KPL__1__6423__RAIL__Rail_SaSu+Hol
6224,6224,2,240,2__1__224__NBM__155__155,12__0__153__NBM__67__67
6224,6224,2,240,2__1__224__NBM__155copy__155copy,12__0__153__NBM__67copy__67copy
WATE2,9165,2,0,HVL__0__3846__RAIL__Rail_SaSu+Hol,130__0__455__TZM__420__420
WAIK,1501,2,240,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,280__0__117__UZM__808__808
6720,7720,2,120,7__0__459__TZM__211__2__211__2,29__0__433__TZM__103__1__103__1
8140,WATE1,2,0,160__1__438__TZM__604__604,HVL__1__3847__RAIL__Rail_SaSu+Hol
3000,3000,2,300,1__0__263__TZM__1__5__1__5,60__0__161__MNM__3381__3381
8165,WATE1,2,0,130__1__132__TZM__429__429,HVL__1__2631__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,150__0__127__TZM__405__2__405__2
PETO2,9001,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,150__0__127__TZM__405__3__405__3
TAIT2,9297,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol,121__0__137__TZM__421__421
TAIT2,9297,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol,121__0__137__TZM__421__1__421__1
TAIT2,9297,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,121__0__137__TZM__421__421
TAIT2,9297,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,121__0__137__TZM__421__1__421__1
2001,PORI1,2,0,220__0__105__TZM__303__3__303__3,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__303__4__303__4,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__303__7__303__7,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__401__TZM__407__1__407__1,HVL__1__3813__RAIL__Rail_Sa
PORI2,2001,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__0__131__TZM__310__310
WAIK,1501,2,240,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,281__0__107__UZM__808__808
3081,3081,2,120,60__1__410__MNM__2111__2111,1__1__422__TZM__207__2__207__2
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,120__0__739__TZM__506__506
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,226__0__453__TZM__308__308
UPPE,8579,2,240,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,110__0__171__TZM__501__2__501__2
UPPE,8579,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,110__0__171__TZM__501__2__501__2
7720,7700,2,60,29__1__724__TZM__201__1__201__1,7__1__752__TZM__101__2__101__2
6720,7720,2,120,7__0__415__TZM__209__1__209__1,29__0__411__TZM__114__1__114__1
8251,TAIT1,2,0,120__1__412__TZM__403__1__403__1,HVL__1__3821__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,280__0__415__UZM__4702__4702
2002,PORI2,2,0,60__0__711__MNM__1061__1061,KPL__0__6440__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6420__RAIL__Rail_SaSu+Hol,250__0__705__UZM__4104__4104
1001,PARA1,2,0,262__1__400__UZM__4701__4701,KPL__1__6417__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__142__UZM__3111__2__3111__2,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__413__MNM__2101__2101,KPL__0__6430__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol,120__0__185__TZM__411__1__411__1
TAIT2,9251,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol,120__0__185__TZM__411__2__411__2
7083,7083,2,120,18__1__412__NBM__13__1__13__1,2__0__415__NBM__17__1__17__1
6055,6017,2,240,1__1__184__TZM__128__128,23__0__139__TZM__106__1__106__1
2003,PORI1,2,0,226__0__107__TZM__309__309,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__409__TZM__307__307,KPL__1__6417__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__720__NBM__16__16,2__0__721__NBM__7__7
6081,6081,2,120,2__1__180__NBM__150__1__150__1,18__0__155__NBM__31__3__31__3
UPPE,8579,2,240,HVL__0__3838__RAIL__Rail_SaSu+Hol,110__0__719__TZM__504__504
TAIT2,9251,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,120__0__103__TZM__441__441
6720,7720,2,120,7__0__733__TZM__115__115,29__0__717__TZM__112__112
6055,6017,2,240,1__1__728__TZM__102__102,23__0__713__TZM__114__114
6055,6017,2,240,1__1__424__TZM__113__1__113__1,29__1__412__TZM__114__1__114__1
6720,7720,2,120,7__0__489__TZM__104__1__104__1,17__0__445__TZM__114__1__114__1
6720,7720,2,120,7__0__489__TZM__104__4__104__4,17__0__445__TZM__114__1__114__1
4915,4915,2,0,22__1__228__NBM__39__1__39__1,21__1__222__NBM__55__55
4915,4915,2,0,22__1__228__NBM__39__1copy__39__1copy,21__1__222__NBM__55copy__55copy
6224,6224,2,240,2__1__194__NBM__104__3__104__3,12__0__139__NBM__78__78
7720,7700,2,60,29__1__144__TZM__139__139,7__1__202__TZM__147__147
7720,7700,2,60,29__1__144__TZM__139__139,7__1__202__TZM__147__1__147__1
6055,6017,2,240,1__1__280__TZM__153__2__153__2,23__0__175__TZM__109__2__109__2
PORI2,2001,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol,220__0__203__TZM__313__313
PORI2,2001,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol,220__0__203__TZM__313__1__313__1
PARA2,1001,2,240,KPL__0__6232__RAIL__Rail_MTuWThF-XHol,261__0__115__UZM__505__505
WATE2,9165,2,0,HVL__0__2642__RAIL__Rail_MTuWThF-XHol,130__0__137__TZM__424__424
PORI2,2001,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,220__0__717__TZM__305__305
WAIK,1501,2,240,KPL__0__6446__RAIL__Rail_SaSu+Hol,281__0__717__UZM__4102__4102
1001,PARA1,2,0,260__1__416__UZM__4703__4703,KPL__1__6447__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6219__RAIL__Rail_MTuWThF-XHol,60__1__106__MNM__3041__3041
6720,7720,2,120,7__0__495__TZM__204__3__204__3,29__0__451__TZM__102__1__102__1
6720,7720,2,120,7__0__495__TZM__204__7__204__7,29__0__451__TZM__102__1__102__1
9001,PETO1,2,0,150__1__708__TZM__403__403,HVL__1__3831__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__470__NBM__26__1__26__1,18__0__471__NBM__41__41
5915,5915,2,0,21__0__449__NBM__6__1__6__1,22__0__449__NBM__23__1__23__1
6720,7720,2,120,7__0__197__TZM__219__219,17__0__143__TZM__105__2__105__2
6720,7720,2,120,7__0__197__TZM__219__219,17__0__143__TZM__105__4__105__4
6720,7720,2,120,7__0__199__TZM__108__2__108__2,17__0__143__TZM__105__2__105__2
6720,7720,2,120,7__0__199__TZM__108__2__108__2,17__0__143__TZM__105__4__105__4
7017,7017,2,120,23__1__414__TZM__108__1__108__1,1__0__429__TZM__206__2__206__2
PARA2,1001,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,262__0__713__UZM__4101__4101
WATE2,9140,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,170__0__429__TZM__605__1__605__1
8140,WATE1,2,0,170__0__101__TZM__602__2__602__2,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__101__TZM__602__3__602__3,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,250__0__127__UZM__604__2__604__2
9001,PETO1,2,0,150__1__128__TZM__431__431,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__134__TZM__104__2__104__2,1__0__205__TZM__237__237
6224,6224,2,240,2__1__474__NBM__8__1__8__1,12__0__433__NBM__21__1__21__1
PORI1,2002,2,0,KPL__1__6321__RAIL__Rail_MTuWThF-XHol,60__1__148__MNM__3012__3012
6720,7720,2,120,7__0__429__TZM__104__1__104__1,17__0__415__TZM__102__1__102__1
6720,7720,2,120,7__0__429__TZM__104__4__104__4,17__0__415__TZM__102__1__102__1
7083,7083,2,120,18e__1__402__NBM__7__1__7__1,2__0__407__NBM__5__1__5__1
7017,7017,2,120,23__1__156__TZM__106__1__106__1,1__0__249__TZM__203__3__203__3
PORI2,2002,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,230__0__137__TZM__319__319
PORI2,2002,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,230__0__137__TZM__319__1__319__1
PORI2,2002,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,230__0__137__TZM__319__2__319__2
6081,6081,2,120,2__1__432__NBM__24__1__24__1,18__0__433__NBM__31__1__31__1
PORI2,2001,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,226__0__149__TZM__304__2__304__2
PORI2,2001,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,226__0__149__TZM__304__2__304__2
8140,WATE1,2,0,170__0__403__TZM__604__604,HVL__1__3811__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__439__TZM__301__1__301__1,KPL__1__6445__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__712__UZM__4103__4103,KPL__1__6439__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,261__1__422__UZM__4704__4704,KPL__1__6459__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,113__1__106__TZM__506__2__506__2,HVL__1__2633__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,113__1__106__TZM__506__3__506__3,HVL__1__2633__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__237__TZM__114__2__114__2,17__0__161__TZM__105__2__105__2
6720,7720,2,120,7__0__237__TZM__114__4__114__4,17__0__161__TZM__105__4__105__4
WAIK,1501,2,240,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,290__0__111__UZM__706__706
6720,7720,2,120,7__0__709__TZM__115__115,29__0__705__TZM__112__112
1501,WAIK,2,240,290__0__709__UZM__4106__4106,KPL__1__6451__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,290__0__409__UZM__4706__4706,KPL__1__6451__RAIL__Rail_SaSu+Hol
6733,6730,2,120,7__0__133__TZM__135__135,23__0__127__TZM__106__1__106__1
6733,6730,2,120,7__0__133__TZM__135__1__135__1,23__0__127__TZM__106__1__106__1
8140,WATE1,2,0,170__0__449__TZM__605__1__605__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__500__NBM__2__1__2__1,18__0__501__NBM__36__1__36__1
6081,6081,2,120,2__1__500__NBM__2__1copy__2__1copy,18__0__501__NBM__36__1__36__1
2001,PORI1,2,0,220__0__723__TZM__303__1__303__1,KPL__1__6437__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__723__TZM__303__6__303__6,KPL__1__6437__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__418__TZM__306__1__306__1,KPL__1__6447__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__716__TZM__304__304,KPL__1__6447__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__716__TZM__304__4__304__4,KPL__1__6447__RAIL__Rail_SaSu+Hol
TREN,9525,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,114__1__124__TZM__525__525
6081,6081,2,120,2__1__476__NBM__9__1__9__1,18e__0__421__NBM__32__2__32__2
TREN,9525,2,240,HVL__0__2608__RAIL__Rail_MTuWThF-XHol,114__1__100__TZM__507__1__507__1
1501,WAIK,2,240,280__0__409__UZM__4702__4702,KPL__1__6431__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__734__TZM__107__107,7__1__740__TZM__106__106
PETO2,9001,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,154__0__417__TZM__407__1__407__1
3081,3081,2,120,60__1__446__MNM__2042__2042,1__1__494__TZM__2__4__2__4
PETO2,9001,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,150__0__419__TZM__418__418
UPPE,8579,2,240,HVL__0__3816__RAIL__Rail_Sa,111__0__409__TZM__503__1__503__1
PARA2,1001,2,240,KPL__0__6454__RAIL__Rail_SaSu+Hol,261__0__421__UZM__4703__4703
1001,PARA1,2,0,260__1__102__UZM__504__3__504__3,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__706__TZM__402__402,HVL__1__3823__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__108__TZM__601__2__601__2,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__409__TZM__204__3__204__3,17__0__405__TZM__102__1__102__1
6720,7720,2,120,7__0__409__TZM__204__7__204__7,17__0__405__TZM__102__1__102__1
2002,PORI2,2,0,60e__0__109__MNM__3022__3022,KPL__0__6344__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60e__0__109__MNM__3022copy__3022copy,KPL__0__6344__RAIL__Rail_MTuWThF-XHol
SILV,8416,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,115__0__105__TZM__506__2__506__2
SILV,8416,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,115__0__105__TZM__506__3__506__3
3081,3081,2,120,19__0__719__TZM__205__2__205__2,1__1__744__TZM__1__3__1__3
3081,3081,2,120,19__0__719__TZM__205__8__205__8,1__1__744__TZM__1__3__1__3
2002,PORI1,2,0,230__1__712__TZM__301__301,KPL__1__6439__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__416__TZM__303__2__303__2,KPL__1__6439__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__416__TZM__303__5__303__5,KPL__1__6439__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__268__NBM__150__1__150__1,18e__0__107__NBM__35__2__35__2
6081,6081,2,120,2__1__268__NBM__150__1__150__1,18e__0__107__NBM__35__2copy__35__2copy
6081,6081,2,120,2__1__122__NBM__100__100,18e__0__107__NBM__35__2__35__2
6081,6081,2,120,2__1__122__NBM__100__100,18e__0__107__NBM__35__2copy__35__2copy
2002,PORI2,2,0,60__0__707__MNM__1021__1021,KPL__0__6432__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__211__TZM__313__313,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__211__TZM__313__1__313__1,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__204__TZM__325__325,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,MEL__0__5610__RAIL__Rail_MTuWThF-XHol,154__0__111__TZM__408__1__408__1
PETO2,9001,2,0,MEL__0__5610__RAIL__Rail_MTuWThF-XHol,154__0__111__TZM__408__2__408__2
UPPE,8579,2,240,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,110__0__159__TZM__519__519
6055,6017,2,240,1__1__460__TZM__206__2__206__2,23__0__431__TZM__105__1__105__1
PORI2,2003,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol,220__1__116__TZM__306__2__306__2
2003,PORI1,2,0,210__1__140__TZM__322__322,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__140__TZM__322__1__322__1,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__140__TZM__322__2__322__2,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__592__NBM__2__2,18__0__785__NBM__37__37
6081,6081,2,120,2__1__592__NBM__2copy__2copy,18__0__785__NBM__37__37
7224,7224,2,120,12__1__446__NBM__20__1__20__1,2__0__499__NBM__11__1__11__1
7017,7017,2,120,23__1__420__TZM__108__1__108__1,1__0__441__TZM__111__2__111__2
WATE2,9140,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,170__0__127__TZM__601__2__601__2
1501,WAIK,2,240,280__0__135__UZM__834__834,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__104__TZM__311__311,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__104__TZM__311__1__311__1,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__104__TZM__311__2__311__2,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18e__1__724__NBM__29__29,2__0__783__NBM__7__7
PARA2,1000,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,260__0__107__UZM__1032__1032
7083,7083,2,120,18__1__132__NBM__70__70,2__0__161__NBM__6__2__6__2
7083,7083,2,120,18__1__132__NBM__70copy__70copy,2__0__161__NBM__6__2copy__6__2copy
2003,PORI1,2,0,220__1__160__TZM__320__320,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__160__TZM__320__1__320__1,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__163__TZM__307__1__307__1,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__161__TZM__320__320,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__161__TZM__320__1__320__1,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__154__TZM__310__310,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__461__TZM__104__1__104__1,17__0__431__TZM__102__1__102__1
6720,7720,2,120,7__0__461__TZM__104__4__104__4,17__0__431__TZM__102__1__102__1
PARA2,1001,2,240,KPL__0__6446__RAIL__Rail_SaSu+Hol,261__0__717__UZM__4103__4103
PORI2,2001,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol,226__0__147__TZM__315__315
PORI2,2001,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol,226__0__147__TZM__315__1__315__1
7720,7700,2,60,29__1__164__TZM__109__2__109__2,7__1__236__TZM__123__123
7720,7700,2,60,29__1__164__TZM__109__2__109__2,7__1__236__TZM__123__1__123__1
PORI2,2001,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__322
PORI2,2001,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__1__322__1
PORI2,2001,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__2__322__2
PORI2,2001,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__322
PORI2,2001,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__1__322__1
PORI2,2001,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__2__322__2
PORI2,2001,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__322
PORI2,2001,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__1__322__1
PORI2,2001,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,210__0__137__TZM__322__2__322__2
TAIT2,9251,2,0,HVL__0__3832__RAIL__Rail_SaSu+Hol,120__0__429__TZM__417__417
9001,PETO1,2,0,150__1__106__TZM__415__1__415__1,HVL__1__4609__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6439__RAIL__Rail_SaSu+Hol,60__1__432__MNM__2041__2041
8165,WATE1,2,0,150__1__106__TZM__415__1__415__1,HVL__1__2611__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,230__0__107__TZM__302__2__302__2
PORI2,2002,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,230__0__107__TZM__302__4__302__4
7730,7730,2,120,23__1__424__TZM__105__1__105__1,7__1__444__TZM__204__3__204__3
7730,7730,2,120,23__1__424__TZM__105__1__105__1,7__1__444__TZM__204__7__204__7
9001,PETO1,2,0,150__1__116__TZM__415__1__415__1,HVL__1__2625__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__700__TZM__202__202,23__0__701__TZM__107__107
1001,PARA1,2,0,250__0__423__UZM__4705__4705,KPL__1__6459__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__118__TZM__405__2__405__2,HVL__1__2627__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__118__TZM__405__3__405__3,HVL__1__2627__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__142__TZM__316__316,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__142__TZM__316__4__316__4,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__460__TZM__108__1__108__1,1__0__499__TZM__111__2__111__2
1001,PARA1,2,0,262__1__132__UZM__3101__2__3101__2,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__422__NBM__12__1__12__1,2__0__425__NBM__26__1__26__1
WATE2,9165,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,130__0__199__TZM__409__1__409__1
WATE2,9165,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,130__0__199__TZM__409__2__409__2
9525,TREN,2,240,114__0__413__TZM__503__1__503__1,HVL__1__3837__RAIL__Rail_SaSu+Hol
UPPE,8580,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,113__0__103__TZM__507__1__507__1
3081,3081,2,120,60__1__444__MNM__2082__2082,1__1__490__TZM__1__4__1__4
6081,6081,2,120,2__1__176__NBM__155__155,18e__0__147__NBM__101__1__101__1
6081,6081,2,120,2__1__176__NBM__155copy__155copy,18e__0__147__NBM__101__1__101__1
PORI2,2001,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,210__0__721__TZM__306__306
7224,7224,2,120,12__1__164__NBM__26__2__26__2,2__0__265__NBM__61__61
7224,7224,2,120,12__1__164__NBM__26__2copy__26__2copy,2__0__265__NBM__61__61
8165,WATE1,2,0,130__1__122__TZM__430__430,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__122__TZM__430__1__430__1,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__408__NBM__20__1__20__1,2__0__409__NBM__3__1__3__1
7083,7083,2,120,18__1__408__NBM__20__1__20__1,2__0__409__NBM__3__1copy__3__1copy
7720,7700,2,60,29__1__420__TZM__117__1__117__1,7__1__444__TZM__204__3__204__3
7720,7700,2,60,29__1__420__TZM__117__1__117__1,7__1__444__TZM__204__7__204__7
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,220__0__745__TZM__302__302
7720,7700,2,60,17__1__130__TZM__139__139,7__1__180__TZM__205__4__205__4
6720,7720,2,120,7__0__743__TZM__106__106,17__0__721__TZM__201__1__201__1
2002,PORI2,2,0,60e__0__107__MNM__3141__3141,KPL__0__6342__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,110__0__191__TZM__521__521
UPPE,8579,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,110__0__191__TZM__521__1__521__1
PORI2,2001,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,220__0__433__TZM__302__1__302__1
UPPE,8579,2,240,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,112__0__109__TZM__508__1__508__1
UPPE,8579,2,240,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,112__0__109__TZM__508__2__508__2
8580,UPPE,2,240,111__0__411__TZM__503__1__503__1,HVL__1__3819__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__121__MNM__3031__3031,KPL__0__6242__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__184__TZM__411__1__411__1,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__184__TZM__411__2__411__2,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__432__TZM__603__1__603__1,HVL__1__3841__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__161__TZM__242__242,17__0__125__TZM__139__139
6720,7720,2,120,7__0__161__TZM__242__1__242__1,17__0__125__TZM__139__139
6081,6081,2,120,2__1__166__NBM__60__60,18__0__141__NBM__110__3__110__3
6081,6081,2,120,2__1__166__NBM__60copy__60copy,18__0__141__NBM__110__3copy__110__3copy
1501,WAIK,2,240,280__0__115__UZM__1131__1131,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__713__TZM__202__202,19__0__707__TZM__205__2__205__2
3000,3000,2,300,1__0__713__TZM__202__202,19__0__707__TZM__205__8__205__8
6733,6730,2,120,7__0__415__TZM__209__1__209__1,23__0__411__TZM__110__1__110__1
