from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8251,TAIT1,2,0,120__1__476__TZM__417__417,HVL__1__3857__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__180__TZM__439__439,HVL__1__3629__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol,220__1__162__TZM__307__1__307__1
6081,6081,2,120,2__1__530__NBM__2__2,18e__0__709__NBM__200__200
6081,6081,2,120,2__1__530__NBM__2copy__2copy,18e__0__709__NBM__200__200
9001,PETO1,2,0,150__1__148__TZM__403__3__403__3,MEL__1__5641__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3864__RAIL__Rail_SaSu+Hol,160__0__727__TZM__602__602
SILV,8416,2,240,HVL__0__2642__RAIL__Rail_MTuWThF-XHol,115__0__117__TZM__524__524
8140,WATE1,2,0,160__1__106__TZM__607__607,HVL__1__4607__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__460__TZM__603__1__603__1,HVL__1__3869__RAIL__Rail_SaSu+Hol
7224,7224,2,120,12__1__124__NBM__78__78,2__0__169__NBM__150__1__150__1
2003,PORI1,2,0,210__1__404__TZM__305__1__305__1,KPL__1__6415__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__152__NBM__155__155,18e__0__143__NBM__117__3__117__3
6081,6081,2,120,2__1__152__NBM__155copy__155copy,18e__0__143__NBM__117__3copy__117__3copy
3081,3081,2,120,19__0__157__TZM__130__130,1__1__202__TZM__203__3__203__3
3081,3081,2,120,19__0__157__TZM__130__1__130__1,1__1__202__TZM__203__3__203__3
2003,PORI1,2,0,210__1__102__TZM__301__2__301__2,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__102__TZM__301__3__301__3,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__102__TZM__301__4__301__4,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__104__TZM__410__1__410__1,HVL__1__2611__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,170__0__113__TZM__605__3__605__3
WATE2,9140,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,170__0__113__TZM__605__4__605__4
6055,6017,2,240,1__1__756__TZM__111__1__111__1,23__0__727__TZM__107__107
9001,PETO1,2,0,150__1__710__TZM__405__405,HVL__1__3835__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,220__0__457__TZM__302__1__302__1
8140,WATE1,2,0,160__1__422__TZM__603__1__603__1,HVL__1__3831__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__714__MNM__1051__1051,1__1__756__TZM__111__1__111__1
PARA2,1000,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,260__0__123__UZM__1410__1410
PARA2,1000,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,260__0__123__UZM__1410__1__1410__1
PARA2,1000,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,260__0__123__UZM__1410copy__1410copy
2002,PORI2,2,0,60__0__725__MNM__1042__1042,KPL__0__6466__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,154__0__127__TZM__430__430,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__127__TZM__430__1__430__1,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19e__0__129__TZM__242__242,1__1__260__TZM__237__237
3081,3081,2,120,19e__0__129__TZM__242__1__242__1,1__1__260__TZM__237__237
7720,7700,2,60,29__1__414__TZM__117__1__117__1,7__1__432__TZM__104__1__104__1
7720,7700,2,60,29__1__414__TZM__117__1__117__1,7__1__432__TZM__104__4__104__4
8580,UPPE,2,240,110__1__428__TZM__509__509,HVL__1__3829__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6432__RAIL__Rail_SaSu+Hol,280__0__411__UZM__4702__4702
TAIT2,9251,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,120__0__723__TZM__602__602
2003,PORI1,2,0,220__1__420__TZM__302__1__302__1,KPL__1__6427__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__421__TZM__304__1__304__1,KPL__1__6427__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__421__TZM__304__3__304__3,KPL__1__6427__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,154__0__125__TZM__430__430,HVL__1__4619__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__125__TZM__430__1__430__1,HVL__1__4619__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6334__RAIL__Rail_MTuWThF-XHol,262__0__137__UZM__3332__3332
2002,PORI1,2,0,236__1__410__TZM__306__1__306__1,KPL__1__6431__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__708__TZM__304__304,KPL__1__6431__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__708__TZM__304__4__304__4,KPL__1__6431__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,220__1__158__TZM__313__313
PORI2,2003,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,220__1__158__TZM__313__1__313__1
6720,7720,2,120,7__0__715__TZM__115__115,17__0__707__TZM__112__112
6081,6081,2,120,2__1__580__NBM__3__3,18__0__773__NBM__30__30
6081,6081,2,120,2__1__580__NBM__3copy__3copy,18__0__773__NBM__30__30
PORI2,2002,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,236__0__139__TZM__316__316
PORI2,2002,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,236__0__139__TZM__316__1__316__1
PORI2,2002,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,236__0__139__TZM__316__2__316__2
PORI2,2002,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,236__0__139__TZM__316__3__316__3
TAIT2,9251,2,0,HVL__0__3828__RAIL__Rail_SaSu+Hol,120__0__709__TZM__603__603
9001,PETO1,2,0,150__1__120__TZM__431__431,MEL__1__5619__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__404__NBM__14__1__14__1,2__0__405__NBM__2__1__2__1
7083,7083,2,120,18__1__404__NBM__14__1__14__1,2__0__405__NBM__2__1copy__2__1copy
WATE2,9140,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,160__0__419__TZM__605__1__605__1
PORI1,2002,2,0,KPL__1__6449__RAIL__Rail_SaSu+Hol,60__1__720__MNM__1042__1042
1001,PARA1,2,0,261__1__136__UZM__3535__3535,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,261__1__136__UZM__3535copy__3535copy,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__130__TZM__416__1__416__1,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3822__RAIL__Rail_SaSu+Hol,170__0__415__TZM__601__1__601__1
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,226__0__103__TZM__309__309
7017,7017,2,120,29__0__715__TZM__105__105,1__0__769__TZM__111__1__111__1
6055,6017,2,240,1__1__716__TZM__111__1__111__1,23__0__707__TZM__107__107
3000,3000,2,300,1__0__753__TZM__202__202,60__0__715__MNM__1051__1051
6720,7720,2,120,7__0__739__TZM__115__115,17__0__719__TZM__112__112
8140,WATE1,2,0,160__1__418__TZM__604__604,HVL__1__3827__RAIL__Rail_SaSu+Hol
7720,7700,2,60,29__1__106__TZM__109__2__109__2,7__1__112__TZM__234__234
UPPE,8579,2,240,HVL__0__3858__RAIL__Rail_SaSu+Hol,110__0__739__TZM__503__503
PARA2,1000,2,0,KPL__0__6422__RAIL__Rail_SaSu+Hol,260__0__707__UZM__4105__4105
3000,3000,2,300,1__0__435__TZM__101__3__101__3,19__0__417__TZM__210__210
7083,7083,2,120,18e__1__121__NBM__36__2__36__2,2__0__113__NBM__37__2__37__2
7083,7083,2,120,18e__1__121__NBM__36__2__36__2,2__0__113__NBM__37__2copy__37__2copy
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__613__613
WATE2,9140,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__613__613
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__613__613
7017,7017,2,120,29__0__111__TZM__105__2__105__2,1__0__139__TZM__231__231
7017,7017,2,120,29__0__111__TZM__105__4__105__4,1__0__139__TZM__231__231
7224,7224,2,120,12__1__718__NBM__17__17,2__0__771__NBM__7__7
7224,7224,2,120,12__1__130__NBM__156__156,2__0__187__NBM__36__2__36__2
3081,3081,2,120,60__1__428__MNM__2031__2031,1__1__458__TZM__202__2__202__2
TAIT2,9297,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,121__0__127__TZM__426__426
6081,6081,2,120,2__1__494__NBM__24__1__24__1,18e__0__427__NBM__37__1__37__1
7083,7083,2,120,18__1__128__NBM__70__70,2__0__157__NBM__112__3__112__3
7083,7083,2,120,18__1__128__NBM__70copy__70copy,2__0__157__NBM__112__3__112__3
WATE2,9140,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,160__0__729__TZM__601__601
7224,7224,2,120,12__1__416__NBM__27__1__27__1,2__0__433__NBM__17__1__17__1
6720,7720,2,120,7__0__213__TZM__114__2__114__2,17__0__149__TZM__105__2__105__2
6720,7720,2,120,7__0__213__TZM__114__4__114__4,17__0__149__TZM__105__4__105__4
8140,WATE1,2,0,170__0__725__TZM__601__601,HVL__1__3863__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__174__TZM__614__614,HVL__1__3661__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__703__UZM__4105__4105,KPL__1__6419__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__435__TZM__211__2__211__2,29__0__421__TZM__103__1__103__1
UPPE,8579,2,240,HVL__0__3840__RAIL__Rail_SaSu+Hol,110__0__441__TZM__504__1__504__1
WATE2,9165,2,0,HVL__0__3826__RAIL__Rail_SaSu+Hol,150__0__407__TZM__415__415
1001,PARA1,2,0,250__0__105__UZM__3107__3107,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__118__NBM__78__78,2__0__147__NBM__61__61
8251,TAIT1,2,0,120__1__416__TZM__416__416,HVL__1__3823__RAIL__Rail_SaSu+Hol
4915,4915,2,0,22__1__230__NBM__39__1__39__1,21__1__224__NBM__55__55
4915,4915,2,0,22__1__230__NBM__39__1copy__39__1copy,21__1__224__NBM__55copy__55copy
PORI2,2001,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,226__0__135__TZM__315__315
PORI2,2001,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,226__0__135__TZM__315__1__315__1
7017,7017,2,120,23__1__406__TZM__105__1__105__1,1__0__413__TZM__113__1__113__1
PORI2,2001,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,210__0__125__TZM__324__324
PORI2,2001,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,210__0__125__TZM__324__324
2002,PORI1,2,0,236__1__106__TZM__310__310,KPL__1__6241__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__404__TZM__102__1__102__1,7__1__414__TZM__211__2__211__2
7017,7017,2,120,29__0__101__TZM__109__2__109__2,1__0__107__TZM__114__2__114__2
7017,7017,2,120,29__0__101__TZM__109__2__109__2,1__0__107__TZM__114__4__114__4
9001,PETO1,2,0,150__1__420__TZM__415__415,HVL__1__3837__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__145__TZM__242__242,17__0__117__TZM__139__139
6720,7720,2,120,7__0__145__TZM__242__1__242__1,17__0__117__TZM__139__139
8165,WATE1,2,0,130__1__700__TZM__401__401,HVL__1__3811__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__415__MNM__2021__2021,KPL__0__6432__RAIL__Rail_SaSu+Hol
PARE,2600,2,240,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,236__0__135__TZM__309__309
8140,WATE1,2,0,170__0__715__TZM__402__402,HVL__1__3843__RAIL__Rail_SaSu+Hol
6224,6224,2,240,2__1__414__NBM__24__1__24__1,12__0__403__NBM__4__1__4__1
6224,6224,2,240,2__1__414__NBM__24__1__24__1,12__0__403__NBM__4__1copy__4__1copy
WATE2,9140,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,170__0__715__TZM__402__402
1001,PARA1,2,0,262__1__106__UZM__3411__3411,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__728__NBM__16__16,2__0__729__NBM__22__22
7224,7224,2,120,12__1__720__NBM__36__36,2__0__779__NBM__4__4
7224,7224,2,120,12__1__720__NBM__36__36,2__0__779__NBM__4copy__4copy
PARA2,1000,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,250__0__143__UZM__303__303
PARA2,1000,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,250__0__143__UZM__303copy__303copy
2003,PORI1,2,0,210__1__718__TZM__306__306,KPL__1__6447__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6350__RAIL__Rail_MTuWThF-XHol,226__0__157__TZM__301__2__301__2
PORI2,2001,2,0,KPL__0__6350__RAIL__Rail_MTuWThF-XHol,226__0__157__TZM__301__3__301__3
PORI2,2001,2,0,KPL__0__6350__RAIL__Rail_MTuWThF-XHol,226__0__157__TZM__301__4__301__4
8580,UPPE,2,240,112__1__110__TZM__524__524,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,MEL__0__5604__RAIL__Rail_MTuWThF-XHol,154__0__101__TZM__408__1__408__1
PETO2,9001,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol,154__0__101__TZM__408__1__408__1
5915,5915,2,0,22__0__227__NBM__39__1__39__1,21__0__225__NBM__55__55
5915,5915,2,0,22__0__227__NBM__39__1copy__39__1copy,21__0__225__NBM__55copy__55copy
PARA2,1000,2,0,KPL__0__6440__RAIL__Rail_SaSu+Hol,250__0__415__UZM__4705__4705
1001,PARA1,2,0,260__1__114__UZM__1312__1312,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__126__MNM__3122__3122,1__1__190__TZM__225__225
9525,TREN,2,240,114__0__105__TZM__505__3__505__3,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6222__RAIL__Rail_MTuWThF-XHol,260__0__113__UZM__504__3__504__3
2001,PORI1,2,0,220__0__121__TZM__313__313,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__121__TZM__313__1__313__1,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__114__TZM__307__1__307__1,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__116__TZM__306__2__306__2,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__402__NBM__41__41,2__0__509__NBM__11__1__11__1
1810,FEAT,2,0,200__0__701__TZM__1002__1002,WRL__1__1623__RAIL__Rail_Su+Hol_Event_(WRL)
1810,FEAT,2,0,200__1__700__TZM__1001__1001,WRL__1__1623__RAIL__Rail_Su+Hol_Event_(WRL)
UPPE,8579,2,240,HVL__0__3608__RAIL__Rail_MTuWThF-XHol,110__0__147__TZM__504__2__504__2
7224,7224,2,120,12__1__410__NBM__16__1__16__1,2__0__421__NBM__5__1__5__1
2003,PORI1,2,0,226__0__119__TZM__315__315,KPL__1__6231__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__119__TZM__315__1__315__1,KPL__1__6231__RAIL__Rail_MTuWThF-XHol
7730,7730,2,120,23__1__700__TZM__107__107,7__1__704__TZM__101__2__101__2
PARA2,1001,2,240,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,261__0__127__UZM__907__907
WATE2,9140,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,170__0__451__TZM__602__1__602__1
PORI2,2001,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,210__0__415__TZM__305__1__305__1
6081,6081,2,120,2__1__524__NBM__23__23,18__0__717__NBM__16__16
6055,6017,2,240,1__1__180__TZM__3__3__3__3,29__1__130__TZM__109__2__109__2
PORI1,2002,2,0,KPL__1__6427__RAIL__Rail_SaSu+Hol,60__1__420__MNM__2101__2101
3081,3081,2,120,60__1__116__MNM__3091__3091,1__1__170__TZM__203__3__203__3
PARA2,1001,2,240,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,261__0__121__UZM__604__2__604__2
3081,3081,2,120,19__0__175__TZM__218__218,1__1__280__TZM__153__2__153__2
7730,7730,2,120,23__1__152__TZM__104__2__104__2,7__1__204__TZM__216__216
WATE2,9165,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,150__0__111__TZM__405__2__405__2
WATE2,9165,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,150__0__111__TZM__405__3__405__3
2003,PORI1,2,0,210__1__110__TZM__301__2__301__2,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__110__TZM__301__3__301__3,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__110__TZM__301__4__301__4,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__107__UZM__706__706,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6430__RAIL__Rail_SaSu+Hol,281__0__709__UZM__4102__4102
PORI2,2003,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,220__1__148__TZM__306__2__306__2
2001,PORI1,2,0,220__0__103__TZM__306__2__306__2,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,150__0__425__TZM__409__409
1001,PARA1,2,0,261__1__702__UZM__4103__4103,KPL__1__6419__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__712__TZM__403__403,HVL__1__3839__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3856__RAIL__Rail_SaSu+Hol,110__0__473__TZM__511__511
3000,3000,2,300,1__0__195__TZM__107__2__107__2,60__0__165__MNM__3062__3062
2003,PORI1,2,0,220__1__744__TZM__305__305,KPL__1__6459__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__745__TZM__302__302,KPL__1__6459__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__446__NBM__14__1__14__1,2__0__449__NBM__9__1__9__1
7017,7017,2,120,23__1__114__TZM__106__1__106__1,1__0__145__TZM__203__3__203__3
WAIK,1501,2,240,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,290__0__117__UZM__706__706
6055,6017,2,240,1__1__472__TZM__111__2__111__2,29__1__436__TZM__114__1__114__1
PARA2,1001,2,240,KPL__0__6420__RAIL__Rail_SaSu+Hol,262__0__405__UZM__4701__4701
8165,WATE1,2,0,150__1__150__TZM__405__2__405__2,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__150__TZM__405__3__405__3,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__131__UZM__205__1__205__1,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
TAIT2,9297,2,0,HVL__0__2638__RAIL__Rail_MTuWThF-XHol,121__0__123__TZM__426__426
8297,TAIT1,2,0,121__1__408__TZM__406__1__406__1,HVL__1__3829__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,220__0__113__TZM__306__2__306__2
PORI2,2003,2,0,KPL__0__6458__RAIL__Rail_SaSu+Hol,220__1__738__TZM__303__1__303__1
PORI2,2003,2,0,KPL__0__6458__RAIL__Rail_SaSu+Hol,220__1__738__TZM__303__6__303__6
7730,7730,2,120,23__1__438__TZM__108__1__108__1,7__1__472__TZM__104__1__104__1
7730,7730,2,120,23__1__438__TZM__108__1__108__1,7__1__472__TZM__104__4__104__4
6733,6730,2,120,7__0__455__TZM__209__1__209__1,23__0__431__TZM__105__1__105__1
8140,WATE1,2,0,160__1__104__TZM__605__3__605__3,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__104__TZM__605__4__605__4,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6430__RAIL__Rail_SaSu+Hol,220__1__710__TZM__303__1__303__1
PORI2,2003,2,0,KPL__0__6430__RAIL__Rail_SaSu+Hol,220__1__710__TZM__303__6__303__6
6055,6017,2,240,1__1__174__TZM__131__131,29__1__128__TZM__105__2__105__2
6055,6017,2,240,1__1__174__TZM__131__131,29__1__128__TZM__105__4__105__4
9001,PETO1,2,0,150__1__418__TZM__404__1__404__1,HVL__1__3835__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6433__RAIL__Rail_SaSu+Hol,60__1__712__MNM__1061__1061
7083,7083,2,120,18e__1__418__NBM__32__2__32__2,2__0__469__NBM__17__1__17__1
6081,6081,2,120,2__1__260__NBM__29__2__29__2,18__0__211__NBM__56__56
6081,6081,2,120,2__1__260__NBM__29__2copy__29__2copy,18__0__211__NBM__56copy__56copy
8251,TAIT1,2,0,120__1__702__TZM__602__602,HVL__1__3819__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__478__TZM__420__420,HVL__1__3859__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__407__UZM__4702__4702,KPL__1__6429__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__127__TZM__307__1__307__1,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__124__TZM__305__2__305__2,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__124__TZM__305__3__305__3,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,261__0__413__UZM__4703__4703
FEAT,1810,2,0,WRL__0__1698__RAIL__Rail_Xmas_workdays,200__1__116__TZM__902__2__902__2
FEAT,1810,2,0,WRL__0__1608__RAIL__Rail_MTuWThF-XHol,200__1__116__TZM__902__1__902__1
7720,7700,2,60,29__1__130__TZM__109__2__109__2,7__1__168__TZM__101__4__101__4
7720,7700,2,60,29__1__130__TZM__109__2__109__2,7__1__168__TZM__101__5__101__5
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_SaSu+Hol,120__0__471__TZM__413__413
6081,6081,2,120,2__1__192__NBM__60__60,18__0__167__NBM__70__70
6081,6081,2,120,2__1__192__NBM__60copy__60copy,18__0__167__NBM__70copy__70copy
8251,TAIT1,2,0,120__1__400__TZM__401__1__401__1,HVL__1__3809__RAIL__Rail_SaSu+Hol
6224,6224,2,240,2__1__596__NBM__9__9,12__0__725__NBM__36__36
TAIT2,9251,2,0,HVL__0__3828__RAIL__Rail_SaSu+Hol,120__0__421__TZM__417__417
8140,WATE1,2,0,170__0__177__TZM__441__441,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__177__TZM__441__1__441__1,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__106__TZM__302__2__302__2,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__106__TZM__302__4__302__4,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__160__TZM__607__607,HVL__1__3637__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6211__RAIL__Rail_MTuWThF-XHol,60e__1__108__MNM__3331__3331
PARA2,1001,2,240,KPL__0__6430__RAIL__Rail_SaSu+Hol,261__0__709__UZM__4103__4103
8580,UPPE,2,240,112__1__126__TZM__524__524,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__450__NBM__24__1__24__1,18__0__451__NBM__14__1__14__1
7083,7083,2,120,18__1__764__NBM__30__30,2__0__765__NBM__3__3
7083,7083,2,120,18__1__764__NBM__30__30,2__0__765__NBM__3copy__3copy
7083,7083,2,120,18e__1__106__NBM__10__2__10__2,2__0__253__NBM__17__2__17__2
WATE2,9165,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol,150__0__137__TZM__412__1__412__1
WATE2,9165,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,150__0__137__TZM__412__1__412__1
WATE2,9165,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,150__0__137__TZM__412__1__412__1
WAIK,1501,2,240,KPL__0__6420__RAIL__Rail_SaSu+Hol,280__0__705__UZM__4102__4102
WAIK,1501,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,281__0__413__UZM__4702__4702
7720,7700,2,60,17__1__446__TZM__102__1__102__1,7__1__496__TZM__104__1__104__1
7720,7700,2,60,17__1__446__TZM__102__1__102__1,7__1__496__TZM__104__4__104__4
WATE2,9140,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,160__0__731__TZM__603__603
8251,TAIT1,2,0,120__1__740__TZM__407__407,HVL__1__3857__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__493__TZM__104__1__104__1,17__0__447__TZM__102__1__102__1
6720,7720,2,120,7__0__493__TZM__104__4__104__4,17__0__447__TZM__102__1__102__1
3000,3000,2,300,1__0__757__TZM__1__3__1__3,19__0__729__TZM__205__2__205__2
3000,3000,2,300,1__0__757__TZM__1__3__1__3,19__0__729__TZM__205__8__205__8
9001,PETO1,2,0,150__1__110__TZM__405__2__405__2,HVL__1__4613__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__110__TZM__405__3__405__3,HVL__1__4613__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__727__TZM__402__402,HVL__1__3865__RAIL__Rail_SaSu+Hol
7036,7036,2,120,28__1__104__NBM__900__900,30x__1__106__NBM__41__1__41__1
7036,7036,2,120,28__1__104__NBM__900__900,30x__1__106__NBM__41__1copy__41__1copy
7083,7083,2,120,18e__1__129__NBM__111__4__111__4,2__0__129__NBM__107__3__107__3
7083,7083,2,120,18e__1__129__NBM__111__4copy__111__4copy,2__0__129__NBM__107__3copy__107__3copy
PORI1,2002,2,0,KPL__1__6239__RAIL__Rail_MTuWThF-XHol,60__1__126__MNM__3122__3122
7720,7700,2,60,29__1__432__TZM__117__1__117__1,7__1__468__TZM__204__3__204__3
7720,7700,2,60,29__1__432__TZM__117__1__117__1,7__1__468__TZM__204__7__204__7
2600,PARE,2,240,236__1__144__TZM__316__316,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__144__TZM__316__4__316__4,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,120__0__167__TZM__407__2__407__2
8580,UPPE,2,240,110__1__190__TZM__515__515,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__190__TZM__515__1__515__1,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
