route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,etm_id
3,Rail MTuWThF-XHol,MEL__0__5604__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608303@]MEL:828#24542#24544,,2,5604
2360,304_4,236__1__700__TZM__304__4__304__4,,1,,[@356.0.45924880@]236:664#21302#21336,,2,700
2600,7709,260__1__420__UZM__7709__7709,,1,,[@366.0.28965553@]1,,2,420
330,236,33__1__108__NBM__236__236,,1,,[@364.0.23225734@]3,,2,108
2100,312_5,210__1__424__TZM__312__5__312__5,,1,,[@356.0.45924814@]1,,2,424
1140,502_5,114__1__412__TZM__502__5__502__5,,1,,[@356.0.42935130@]114:450#14408#14428,,2,412
1700,409_4,170__0__463__TZM__409__4__409__4,,0,,[@356.0.42935339@]170:564#18381#18436,,2,463
7,6052,AX__1__220__MNM__6052__6052,,1,,[@366.0.7673003@]2,,2,220
30,33,3__0__731__NBM__33__33,,0,,[@360.0.6959122@]3,,2,731
830,204_1,83__1__428__NBM__204__1__204__1,,1,,[@364.0.23226528@]83:378#12562#12628,,2,428
2620,41_3,262__0__145__UZM__41__3__41__3,,0,,[@366.0.28965575@]1,,2,145
600,1051,60__0__717__MNM__1051__1051,,0,,[@356.0.29339884@]2,,2,717
70,216_4,7__0__447__TZM__216__4__216__4,,0,,[@364.0.17528115@]2,,2,447
2610,1116_1,261__0__707__UZM__1116__1__1116__1,,0,,[@366.0.28965564@]1,,2,707
30,9_3,3__0__483__NBM__9__3__9__3,,0,,[@360.0.6959122@]2,,2,483
340,36_2,34__1__160__NBM__36__2__36__2,,1,,[@364.0.23225745@]1,,2,160
270,219_4,27__0__421__TZM__219__4__219__4,,0,,[@360.0.75333692@]2,,2,421
2,Rail MTuWThF-XHol,KPL__1__6225__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6225
5,Rail MTuWThF-XHol,HVL__1__3643__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3643
1200,403_6,120__0__139__TZM__403__6__403__6,,0,,[@364.0.17527449@]1,,2,139
240,111_8,24__1__430__TZM__111__8__111__8,,1,,[@364.0.17528180@]1,,2,430
6,Rail Su+Hol (JVL),JVL__0__9314__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9314
1100,503_3,110__0__735__TZM__503__3__503__3,,0,,[@356.0.42935074@]3,,2,735
1100,501_6,110__0__481__TZM__501__6__501__6,,0,,[@356.0.42935074@]3,,2,481
20,4,2__1__704__NBM__4__4,,1,,[@364.0.23226994@]2,,2,704
10,211_3,1__0__769__TZM__211__3__211__3,,0,,[@364.0.17528045@]7,,2,769
270,102,27__1__700__TZM__102__102,,1,,[@360.0.75333692@]1,,2,700
6,Rail MTuWThF-XHol,JVL__1__9241__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9241
1100,513_4,110__1__426__TZM__513__4__513__4,,1,,[@356.0.42935074@]2,,2,426
1210,407_5,121__1__418__TZM__407__5__407__5,,1,,[@356.0.42934812@]2,,2,418
1100,511_3,110__1__204__TZM__511__3__511__3,,1,,[@356.0.42935074@]81537888,,2,204
70,109_4,7__0__409__TZM__109__4__109__4,,0,,[@364.0.17528115@]2,,2,409
1300,414_3,130__0__439__TZM__414__3__414__3,,0,,[@364.0.17527495@]3,,2,439
310,238,31x__0__141__NBM__238__238,,0,,[@360.0.6959281@]4,,2,141
1140,514_2,114__1__110__TZM__514__2__514__2,,1,,[@356.0.42935130@]114:450#14408#14428,,2,110
1500,428_1,150__0__121__TZM__428__1__428__1,,0,,[@6.0.21845698@]3,,2,121
2,Rail MTuWThF-XHol,KPL__0__6344__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608271@]KPL:820#24487#24499,,2,6344
10,211_3,1__0__745__TZM__211__3__211__3,,0,,[@364.0.17528045@]7,,2,745
2000,1002_11,200__0__701__TZM__1002__11__1002__11,,0,,[@356.0.69435742@]1,,2,701
20,26_1,2__1__506__NBM__26__1__26__1,,1,,[@364.0.23226994@]2,,2,506
230,106,23__1__706__TZM__106__106,,1,,[@364.0.17529510@]1,,2,706
220,13_2,22__0__445__NBM__13__2__13__2,,0,,[@364.0.23227132@]6,,2,445
2610,7718,261__1__412__UZM__7718__7718,,1,,[@366.0.28965564@]2,,2,412
10,208_7,1__1__474__TZM__208__7__208__7,,1,,[@364.0.17528045@]1,,2,474
230,106_6,23__1__400__TZM__106__6__106__6,,1,,[@364.0.17529510@]1,,2,400
20,3_1,2__0__531__NBM__3__1__3__1,,0,,[@364.0.23226994@]5,,2,531
830,201_2,83__0__409__NBM__201__2__201__2,,0,,[@364.0.23226528@]83:382#12651#12715,,2,409
220,19_1,22__0__437__NBM__19__1__19__1,,0,,[@364.0.23227132@]6,,2,437
8,WHF MTuWThF-XHol,WHF__1__1012__EBYW__WHF_MTuWThF-XHol,,1,,[@6.0.93606290@]WHF:843#24664#24664,,2,1012
6,Rail XmasWeek 5-6Jan,JVL__1__9363__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9363
10,117_8,1__1__440__TZM__117__8__117__8,,1,,[@364.0.17528045@]5,,2,440
1300,430_2,130__0__157__TZM__430__2__430__2,,0,,[@364.0.17527495@]3,,2,157
7,6011,AX__0__101__MNM__6011__6011,,0,,[@366.0.7673003@]1,,2,101
2900,451_1,290__0__107__UZM__451__1__451__1,,0,,[@364.0.36724235@]1,,2,107
1200,418_2,120__0__487__TZM__418__2__418__2,,0,,[@364.0.17527449@]1,,2,487
520,3091,52__1__140__MNM__3091__3091,,1,,[@360.0.6959370@]52:307#10264#10319,,2,140
20,41_1,2__0__555__NBM__41__1__41__1,,0,,[@364.0.23226994@]5,,2,555
10,210_7,1__1__428__TZM__210__7__210__7,,1,,[@364.0.17528045@]3,,2,428
1600,601_4,160__1__406__TZM__601__4__601__4,,1,,[@356.0.42935312@]160:541#17580#17616,,2,406
20,14_2,2__1__584__NBM__14__2__14__2,,1,,[@364.0.23226994@]10,,2,584
5,Rail MTuWThF-XHol,HVL__1__3641__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3641
8,WHF SaSu+Hol,WHF__0__121__EBYW__WHF_SaSu+Hol,,0,,[@366.0.32323183@]15,,2,121
9,CCL Su+Hol-Xmas,CCL__1__10640__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10640
2,Rail XmasWeek 5-6Jan,KPL__1__6435__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6435
7,6082,AX__0__243__MNM__6082__6082,,0,,[@366.0.7673003@]1,,2,243
1600,602_7,160__1__430__TZM__602__7__602__7,,1,,[@356.0.42935312@]160:542#17618#17664,,2,430
2610,4_6,261__0__119__UZM__4__6__4__6,,0,,[@366.0.28965564@]1,,2,119
270,203_11,27__1__430__TZM__203__11__203__11,,1,,[@360.0.75333692@]1,,2,430
1300,415_5,130__0__181__TZM__415__5__415__5,,0,,[@364.0.17527495@]3,,2,181
1600,607_2,160__1__106__TZM__607__2__607__2,,1,,[@356.0.42935312@]160:541#17580#17616,,2,106
1300,430_2,130__1__132__TZM__430__2__430__2,,1,,[@364.0.17527495@]1,,2,132
30,38_1,3__0__475__NBM__38__1__38__1,,0,,[@360.0.6959122@]2,,2,475
10,117_8,1__1__414__TZM__117__8__117__8,,1,,[@364.0.17528045@]1,,2,414
2900,7752,290__0__415__UZM__7752__7752,,0,,[@364.0.36724235@]1,,2,415
830,203,83__0__725__NBM__203__203,,0,,[@364.0.23226528@]83:382#12651#12715,,2,725
1200,409_4,120__0__413__TZM__409__4__409__4,,0,,[@364.0.17527449@]1,,2,413
290,210_4,29__0__715__TZM__210__4__210__4,,0,,[@364.0.17529751@]2,,2,715
1300,408_4,130__1__710__TZM__408__4__408__4,,1,,[@364.0.17527495@]1,,2,710
1100,502_4,110__1__708__TZM__502__4__502__4,,1,,[@356.0.42935074@]81537888,,2,708
830,31,83__1__718__NBM__31__31,,1,,[@364.0.23226528@]83:378#12562#12628,,2,718
2810,21_3,281__0__115__UZM__21__3__21__3,,0,,[@364.0.10228169@]1,,2,115
20,25_2,2__0__477__NBM__25__2__25__2,,0,,[@364.0.23226994@]1,,2,477
200,36_2,20__0__417__NBM__36__2__36__2,,0,,[@360.0.6960769@]1,,2,417
2,Rail MTuWThF-XHol,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608271@]KPL:822#24511#24516,,2,8224
7,8081,AX__1__868__MNM__8081__8081,,1,,[@366.0.7673003@]2,,2,868
1100,508_2,110__1__408__TZM__508__2__508__2,,1,,[@356.0.42935074@]81537888,,2,408
1200,435_2,120__0__151__TZM__435__2__435__2,,0,,[@364.0.17527449@]1,,2,151
7,7091,AX__0__663__MNM__7091__7091,,0,,[@366.0.7673003@]1,,2,663
1210,401_5,121__1__404__TZM__401__5__401__5,,1,,[@356.0.42934812@]2,,2,404
1700,610_1,170__0__145__TZM__610__1__610__1,,0,,[@356.0.42935339@]170:564#18381#18436,,2,145
7,6112,AX__1__236__MNM__6112__6112,,1,,[@366.0.7673003@]2,,2,236
7,6171,AX__1__196__MNM__6171__6171,,1,,[@366.0.7673003@]2,,2,196
30,200_3,3__1__514__NBM__200__3__200__3,,1,,[@360.0.6959122@]4,,2,514
10,208_5,1__0__413__TZM__208__5__208__5,,0,,[@364.0.17528045@]12,,2,413
2620,35_3,262__0__109__UZM__35__3__35__3,,0,,[@366.0.28965575@]1,,2,109
1200,422_2,120__0__157__TZM__422__2__422__2,,0,,[@364.0.17527449@]1,,2,157
1600,402_5,160__1__726__TZM__402__5__402__5,,1,,[@356.0.42935312@]160:541#17580#17616,,2,726
20,3_1,2__0__473__NBM__3__1__3__1,,0,,[@364.0.23226994@]1,,2,473
20,1_1,2__1__498__NBM__1__1__1__1,,1,,[@364.0.23226994@]2,,2,498
20,10_2,2__1__546__NBM__10__2__10__2,,1,,[@364.0.23226994@]2,,2,546
600,3381,60__0__163__MNM__3381__3381,,0,,[@356.0.29339884@]2,,2,163
2620,22_4,262__1__134__UZM__22__4__22__4,,1,,[@366.0.28965575@]2,,2,134
570,3012,57__0__111__MNM__3012__3012,,0,,[@360.0.6959404@]2,,2,111
230,106,23__0__705__TZM__106__106,,0,,[@364.0.17529510@]2,,2,705
1700,611_2,170__0__143__TZM__611__2__611__2,,0,,[@356.0.42935339@]170:564#18381#18436,,2,143
210,202_2,21__0__427__NBM__202__2__202__2,,0,,[@364.0.23227109@]2,,2,427
2620,7713,262__1__410__UZM__7713__7713,,1,,[@366.0.28965575@]2,,2,410
30,11_3,3__0__411__NBM__11__3__11__3,,0,,[@360.0.6959122@]2,,2,411
180,20_2,18__0__425__NBM__20__2__20__2,,0,,[@364.0.23225663@]2,,2,425
2900,1152,290__0__703__UZM__1152__1152,,0,,[@364.0.36724235@]1,,2,703
2,Rail MTuWThF-XHol,KPL__1__8225__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:811#24426#24431,,2,8225
1300,402_5,130__1__734__TZM__402__5__402__5,,1,,[@364.0.17527495@]1,,2,734
20,37_1,2__1__488__NBM__37__1__37__1,,1,,[@364.0.23226994@]10,,2,488
6,Rail Su+Hol (JVL),JVL__0__9338__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9338
9912,3,N2__0__103__NBM__3__3,,0,,[@356.0.30313424@]N2:3#74#140,,2,103
1600,604_4,160__0__433__TZM__604__4__604__4,,0,,[@356.0.42935312@]5,,2,433
20,9_3,2__1__438__NBM__9__3__9__3,,1,,[@364.0.23226994@]2,,2,438
120,10_1,12__0__443__NBM__10__1__10__1,,0,,[@364.0.23227021@]2,,2,443
70,112,7__1__720__TZM__112__112,,1,,[@364.0.17528115@]1,,2,720
290,206_11,29__1__403__TZM__206__11__206__11,,1,,[@364.0.17529751@]1,,2,403
1540,405_5,154__0__111__TZM__405__5__405__5,,0,,[@360.0.75331279@]1,,2,111
220,203_2,22__0__407__NBM__203__2__203__2,,0,,[@364.0.23227132@]6,,2,407
230,215_8,23__1__420__TZM__215__8__215__8,,1,,[@364.0.17529510@]1,,2,420
230,114_9,23__0__405__TZM__114__9__114__9,,0,,[@364.0.17529510@]2,,2,405
2800,7702,280__0__415__UZM__7702__7702,,0,,[@6.0.7180610@]1,,2,415
7,8102,AX__1__900__MNM__8102__8102,,1,,[@366.0.7673003@]2,,2,900
2000,1110,200__0__125__TZM__1110__1110,,0,,[@356.0.69435742@]9,,2,125
5,Rail MTuWThF-XHol,HVL__1__4613__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,1,,[@6.0.20608367@]HVL:786#24145#24152,,2,4613
240,105,24__1__708__TZM__105__105,,1,,[@364.0.17528180@]1,,2,708
20,9_3,2__1__467__NBM__9__3__9__3,,1,,[@364.0.23226994@]10,,2,467
70,218_1,7__0__434__TZM__218__1__218__1,,0,,[@364.0.17528115@]2,,2,434
250,101_4,25__0__404__TZM__101__4__101__4,,0,,[@6.0.22281071@]1,,2,404
2620,8_4,262__1__158__UZM__8__4__8__4,,1,,[@366.0.28965575@]2,,2,158
6,Rail MTuWThF-XHol,JVL__1__9203__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9203
2300,308_5,230__0__713__TZM__308__5__308__5,,0,,[@356.0.45924869@]230:660#21265#21288,,2,713
9,CCL Su+Hol-Xmas,CCL__1__10346__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10346
2620,7707,262__0__409__UZM__7707__7707,,0,,[@366.0.28965575@]1,,2,409
5,Rail MTuWThF-XHol,HVL__1__2619__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,2619
7,8061,AX__0__823__MNM__8061__8061,,0,,[@366.0.7673003@]1,,2,823
210,205_2,21__0__445__NBM__205__2__205__2,,0,,[@364.0.23227109@]2,,2,445
1210,417_4,121__0__117__TZM__417__4__417__4,,0,,[@356.0.42934812@]7,,2,117
10,201_8,1__1__436__TZM__201__8__201__8,,1,,[@364.0.17528045@]3,,2,436
1100,504_4,110__0__705__TZM__504__4__504__4,,0,,[@356.0.42935074@]3,,2,705
5,Rail MTuWThF-XHol,HVL__1__4605__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,1,,[@6.0.20608367@]HVL:786#24145#24152,,2,4605
9,CCL Sa,CCL__0__10351__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10351
180,5_1,18__0__401__NBM__5__1__5__1,,0,,[@364.0.23225663@]2,,2,401
9,CCL Su+Hol-Xmas,CCL__0__10468__WCCL__CCL_Su+Hol-Xmas,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10468
220,34_1,22__1__430__NBM__34__1__34__1,,1,,[@364.0.23227132@]5,,2,430
520,1011,52__0__705__MNM__1011__1011,,0,,[@360.0.6959370@]2,,2,705
6,Rail Su+Hol (JVL),JVL__0__9328__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9328
2610,1_4,261__1__106__UZM__1__4__1__4,,1,,[@366.0.28965564@]2,,2,106
2610,1109,261__0__701__UZM__1109__1109,,0,,[@366.0.28965564@]1,,2,701
520,2031,52__1__412__MNM__2031__2031,,1,,[@360.0.6959370@]52:307#10264#10319,,2,412
2600,19_4,260__0__103__UZM__19__4__19__4,,0,,[@366.0.28965553@]2,,2,103
2610,1114_1,261__1__708__UZM__1114__1__1114__1,,1,,[@366.0.28965564@]2,,2,708
30,205_1,3__1__476__NBM__205__1__205__1,,1,,[@360.0.6959122@]1,,2,476
1100,421_2,110__0__191__TZM__421__2__421__2,,0,,[@356.0.42935074@]3,,2,191
2260,308_10,226__0__405__TZM__308__10__308__10,,0,,[@356.0.45924848@]5,,2,405
20,3_1,2__0__401__NBM__3__1__3__1,,0,,[@364.0.23226994@]1,,2,401
1100,511_3,110__0__179__TZM__511__3__511__3,,0,,[@356.0.42935074@]3,,2,179
570,3121,57__1__102__MNM__3121__3121,,1,,[@360.0.6959404@]57:361#12059#12089,,2,102
190,104_6,19__0__405__TZM__104__6__104__6,,0,,[@364.0.17528164@]1,,2,405
1100,516_2,110__1__188__TZM__516__2__516__2,,1,,[@356.0.42935074@]81537888,,2,188
190,208_4,19__0__715__TZM__208__4__208__4,,0,,[@364.0.17528164@]1,,2,715
210,205_1,21__1__446__NBM__205__1__205__1,,1,,[@364.0.23227109@]1,,2,446
210,1,21__1__714__NBM__1__1,,1,,[@364.0.23227109@]1,,2,714
560,3301,56__1__100__MNM__3301__3301,,1,,[@360.0.6959393@]56:357#11972#12006,,2,100
290,114_9,29__1__430__TZM__114__9__114__9,,1,,[@364.0.17529751@]1,,2,430
10,101,1__0__743__TZM__101__101,,0,,[@364.0.17528045@]12,,2,743
10,216_3,1__1__734__TZM__216__3__216__3,,1,,[@364.0.17528045@]5,,2,734
1200,415_4,120__1__472__TZM__415__4__415__4,,1,,[@364.0.17527449@]2,,2,472
30,3,3__1__804__NBM__3__3,,1,,[@360.0.6959122@]1,,2,804
140,29_1,14__1__420__NBM__29__1__29__1,,1,,[@364.0.23225636@]5,,2,420
7,6151,AX__0__123__MNM__6151__6151,,0,,[@366.0.7673003@]1,,2,123
9988,2,N88__0__103__NBM__2__2,,0,,[@356.0.30313526@]N88:20#819#882,,2,103
10,201_8,1__0__447__TZM__201__8__201__8,,0,,[@364.0.17528045@]7,,2,447
1500,410_3,150__1__422__TZM__410__3__410__3,,1,,[@6.0.21845698@]2,,2,422
120,42_2,12__1__446__NBM__42__2__42__2,,1,,[@364.0.23227021@]1,,2,446
520,1041,52__1__708__MNM__1041__1041,,1,,[@360.0.6959370@]52:307#10264#10319,,2,708
1100,508_3,110__0__173__TZM__508__3__508__3,,0,,[@356.0.42935074@]3,,2,173
120,26,12__0__707__NBM__26__26,,0,,[@364.0.23227021@]2,,2,707
30,5,3__0__791__NBM__5__5,,0,,[@360.0.6959122@]2,,2,791
10,106_4,1__1__504__TZM__106__4__106__4,,1,,[@364.0.17528045@]5,,2,504
2810,1102,281__0__713__UZM__1102__1102,,0,,[@364.0.10228169@]1,,2,713
830,6_3,83__1__422__NBM__6__3__6__3,,1,,[@364.0.23226528@]83:378#12562#12628,,2,422
20,9_1,2__0__453__NBM__9__1__9__1,,0,,[@364.0.23226994@]1,,2,453
290,114_6,29__0__429__TZM__114__6__114__6,,0,,[@364.0.17529751@]2,,2,429
2200,302_4,220__0__435__TZM__302__4__302__4,,0,,[@356.0.45924825@]3,,2,435
180,237,18__0__415__NBM__237__237,,0,,[@364.0.23225663@]2,,2,415
9,CCL MTuWThF-XHol,CCL__1__10467__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10467
210,200_1,21__0__447__NBM__200__1__200__1,,0,,[@364.0.23227109@]2,,2,447
600,1051,60__0__713__MNM__1051__1051,,0,,[@356.0.29339884@]2,,2,713
10,212_5,1__1__412__TZM__212__5__212__5,,1,,[@364.0.17528045@]3,,2,412
140,17_1,14__0__401__NBM__17__1__17__1,,0,,[@364.0.23225636@]2,,2,401
140,22,14__0__705__NBM__22__22,,0,,[@364.0.23225636@]2,,2,705
2610,48_4,261__0__107__UZM__48__4__48__4,,0,,[@366.0.28965564@]1,,2,107
7,8021,AX__1__840__MNM__8021__8021,,1,,[@366.0.7673003@]2,,2,840
2300,303_8,230__0__409__TZM__303__8__303__8,,0,,[@356.0.45924869@]230:660#21265#21288,,2,409
10,205_9,1__1__494__TZM__205__9__205__9,,1,,[@364.0.17528045@]1,,2,494
1200,422_2,120__0__187__TZM__422__2__422__2,,0,,[@364.0.17527449@]1,,2,187
140,42_2,14__1__428__NBM__42__2__42__2,,1,,[@364.0.23225636@]5,,2,428
2,Rail MTuWThF-XHol,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608271@]KPL:820#24487#24499,,2,6226
2260,305_5,226__0__407__TZM__305__5__305__5,,0,,[@356.0.45924848@]6,,2,407
180,5,18__1__708__NBM__5__5,,1,,[@364.0.23225663@]1,,2,708
7,7011,AX__1__620__MNM__7011__7011,,1,,[@366.0.7673003@]2,,2,620
2200,304_4,220__0__729__TZM__304__4__304__4,,0,,[@356.0.45924825@]1,,2,729
1600,602_7,160__1__440__TZM__602__7__602__7,,1,,[@356.0.42935312@]160:541#17580#17616,,2,440
180,7_3,18__0__403__NBM__7__3__7__3,,0,,[@364.0.23225663@]2,,2,403
10,202_7,1__0__407__TZM__202__7__202__7,,0,,[@364.0.17528045@]7,,2,407
10,208_5,1__0__511__TZM__208__5__208__5,,0,,[@364.0.17528045@]12,,2,511
2500,1111_1,250__0__723__UZM__1111__1__1111__1,,0,,[@366.0.28965531@]1,,2,723
20,39_2,2__1__463__NBM__39__2__39__2,,1,,[@364.0.23226994@]10,,2,463
360,36_2,36__0__119__NBM__36__2__36__2,,0,,[@360.0.75332042@]2,,2,119
6,Rail MTuWThF-XHol,JVL__1__9281__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9281
190,211_6,19__0__401__TZM__211__6__211__6,,0,,[@364.0.17528164@]1,,2,401
180,5_2,18__0__409__NBM__5__2__5__2,,0,,[@364.0.23225663@]2,,2,409
1200,613_2,120__1__160__TZM__613__2__613__2,,1,,[@364.0.17527449@]2,,2,160
280,208,28__1__122__NBM__208__208,SK=Continues to Kahurangi School on school days,1,,[@364.0.23227051@]2,,2,122
170,207_11,17__1__404__TZM__207__11__207__11,,1,,[@364.0.17529728@]1,,2,404
7,6091,AX__0__133__MNM__6091__6091,,0,,[@366.0.7673003@]1,,2,133
1210,401_5,121__1__412__TZM__401__5__401__5,,1,,[@356.0.42934812@]2,,2,412
1300,408_4,130__1__742__TZM__408__4__408__4,,1,,[@364.0.17527495@]1,,2,742
2100,307_6,210__1__420__TZM__307__6__307__6,,1,,[@356.0.45924814@]1,,2,420
9,CCL Sa,CCL__0__10675__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10675
170,105_5,17__1__420__TZM__105__5__105__5,,1,,[@364.0.17529728@]1,,2,420
30,200_3,3__0__485__NBM__200__3__200__3,,0,,[@360.0.6959122@]3,,2,485
20,3_2,2__1__408__NBM__3__2__3__2,,1,,[@364.0.23226994@]10,,2,408
120,42_2,12__1__422__NBM__42__2__42__2,,1,,[@364.0.23227021@]1,,2,422
20,10_2,2__1__414__NBM__10__2__10__2,,1,,[@364.0.23226994@]2,,2,414
520,3021,52__0__165__MNM__3021__3021,ST=On school days continues to St Brigid's School,0,,[@360.0.6959370@]2,,2,165
230,114_9,23__0__425__TZM__114__9__114__9,,0,,[@364.0.17529510@]2,,2,425
9,CCL MTuWThF-XHol,CCL__1__10419__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10419
170,207_8,17__1__402__TZM__207__8__207__8,,1,,[@364.0.17529728@]1,,2,402
6,Rail Su+Hol (JVL),JVL__1__9355__RAIL__Rail_Su+Hol_(JVL),,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9355
5,Rail SaSu+Hol,HVL__1__3821__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3821
6,Rail Su+Hol (JVL),JVL__1__9333__RAIL__Rail_Su+Hol_(JVL),,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9333
230,215_5,23__1__420__TZM__215__5__215__5,,1,,[@364.0.17529510@]1,,2,420
220,31_1,22__0__409__NBM__31__1__31__1,,0,,[@364.0.23227132@]6,,2,409
20,14_1,2__0__511__NBM__14__1__14__1,,0,,[@364.0.23226994@]5,,2,511
6,Rail MTuWThF-XHol,JVL__0__9204__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9204
70,108_6,7__1__461__TZM__108__6__108__6,,1,,[@364.0.17528115@]1,,2,461
7,7082,AX__0__683__MNM__7082__7082,,0,,[@366.0.7673003@]1,,2,683
9,CCL MTuWThF-XHol,CCL__1__10365__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10365
1300,413_2,130__0__481__TZM__413__2__413__2,,0,,[@364.0.17527495@]3,,2,481
1200,420_4,120__1__202__TZM__420__4__420__4,,1,,[@364.0.17527449@]2,,2,202
250,205_6,25__1__722__TZM__205__6__205__6,,1,,[@6.0.22281071@]2,,2,722
2300,308_10,230__0__421__TZM__308__10__308__10,,0,,[@356.0.45924869@]230:660#21265#21288,,2,421
9,CCL MTuWThF-XHol,CCL__0__10317__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10317
70,220_2,7__1__472__TZM__220__2__220__2,,1,,[@364.0.17528115@]1,,2,472
2300,307_5,230__1__708__TZM__307__5__307__5,,1,,[@356.0.45924869@]230:656#21228#21251,,2,708
9,CCL MTuWThF-XHol,CCL__0__10427__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10427
1500,406_6,150__1__126__TZM__406__6__406__6,,1,,[@6.0.21845698@]2,,2,126
180,1_3,18__1__724__NBM__1__3__1__3,,1,,[@364.0.23225663@]1,,2,724
2100,301_5,210__1__700__TZM__301__5__301__5,,1,,[@356.0.45924814@]1,,2,700
70,110_7,7__0__499__TZM__110__7__110__7,,0,,[@364.0.17528115@]2,,2,499
6,Rail MTuWThF-XHol,JVL__0__9276__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9276
9,CCL MTuWThF-XHol,CCL__1__10353__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10353
2200,302_3,220__1__730__TZM__302__3__302__3,,1,,[@356.0.45924825@]5,,2,730
1600,603_5,160__1__412__TZM__603__5__603__5,,1,,[@356.0.42935312@]160:542#17618#17664,,2,412
520,3142,52__0__159__MNM__3142__3142,,0,,[@360.0.6959370@]2,,2,159
140,24_1,14__1__410__NBM__24__1__24__1,,1,,[@364.0.23225636@]5,,2,410
1700,610_1,170__0__137__TZM__610__1__610__1,,0,,[@356.0.42935339@]170:564#18381#18436,,2,137
1210,401_5,121__1__408__TZM__401__5__401__5,,1,,[@356.0.42934812@]2,,2,408
2300,308_6,230__0__180__TZM__308__6__308__6,,0,,[@356.0.45924869@]230:660#21265#21288,,2,180
2,Rail MTuWThF-XHol,KPL__0__6358__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608271@]KPL:820#24487#24499,,2,6358
9,CCL Sa,CCL__1__10506__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10506
20,37_2,2__1__460__NBM__37__2__37__2,,1,,[@364.0.23226994@]10,,2,460
9,CCL Su+Hol-Xmas,CCL__0__10618__WCCL__CCL_Su+Hol-Xmas,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10618
1120,507_3,112__0__423__TZM__507__3__507__3,,0,,[@6.0.22024228@]2,,2,423
5,Rail MTuWThF-XHol,HVL__0__3654__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3654
30,32_1,3__0__495__NBM__32__1__32__1,,0,,[@360.0.6959122@]2,,2,495
